id|text|created|source
168484665668284417|@berit97 Venga te digo: Antonio Pagudo,Aida Domenech,Macarena Gomez,Lady Gaga,Bruno Mars,M-AND-Y,Justin Bieber (un poco) etc.|1329004849|web
168484714108293121|#NP Part Of Me - Katy Perry|1329004860|web
168485043331801088|@ilovemusickpop The new version of Katy Perry Part of Me http://t.co/vjoTl3M1|1329004939|web
168486668335198209|#nowplaying "Scheisse" by Lady Gaga http://t.co/fVTJFrkG|1329005327|<a href="http://twitter.com/#!/download/iphone" rel="nofollow">Twitter for iPhone</a>
168487383925407744|Album of The Year: Lady Gaga - Born This Way.|1329005497|web
168487833248612352|#np The One That Got Away (acoustic ver.) by Katy Perry|1329005604|<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>
168488033451122688|@hausoframez tough but katy perry|1329005652|web
168488164388900864|“@WhatTheFFacts: Lady Gaga's hit single "Telephone" was originally written for Britney Spears.” Makes sooo much sense|1329005683|<a href="http://twitter.com/#!/download/iphone" rel="nofollow">Twitter for iPhone</a>
168488721732218880|@lizlizlav go suck lady gaga invisible penis|1329005816|<a href="http://twitter.com/#!/download/iphone" rel="nofollow">Twitter for iPhone</a>
168489069473566720|Now Dad is singing along word for word to Lady Gaga.|1329005899|<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>
168489166152282112|@hausoframez Katy Perry|1329005922|<a href="http://twitter.com/#!/download/iphone" rel="nofollow">Twitter for iPhone</a>
168489305554165760|@MonsterUnicorn_ ¡YO MÁS! Ya no tengo con quien cantar Lady Gaga. D: ¿Y a quien le cuento quien me gusta y así? ¿A QUIEN LE DIGO GAY? D:|1329005955|web
168489587931484161|Birthday Cake (feat. Katy Perry)|1329006022|web
168490036768157698|Whenever I'm working and someone tells me i look like Katy Perry, I CRY OF HAPPINESS! #girlcrush|1329006129|<a href="http://twitter.com/#!/download/iphone" rel="nofollow">Twitter for iPhone</a>
168490138912030720|@dfw_girl2011 is that a Katy Perry big head behind the goal what is wrong with the buckeye fans|1329006154|<a href="http://twitter.com/#!/download/iphone" rel="nofollow">Twitter for iPhone</a>
168490344269357057|Part of me-Katy Perry. Obsessed|1329006203|<a href="http://twitter.com/#!/download/iphone" rel="nofollow">Twitter for iPhone</a>
168490836957462528|Odio que odien a lady gaga.... osea no las conocen|1329006320|web
168491777429487616|@rachellollygirl  my internet is slow i will send you a lady gaga clip okay i am gonna watch a video clip it shouldn't be long|1329006544|web
168491779245608960|RT: Não adianta falar coisas bonitas se elas não forem sinceras (Katy Perry)|1329006545|web
168491863555321856|'amor, vamo no show da Lady Gaga?' 'deixa eu dar o cu, virar viado, ai a gente vai ok?'|1329006565|web
168492119168786432|@dfw_girl2011 calm down was talking about the Katy Perry big head lot of game left they have been quite tho|1329006626|<a href="http://twitter.com/#!/download/iphone" rel="nofollow">Twitter for iPhone</a>
168492156389048320|:O tengo un poster de katy perry e.e|1329006635|web
168492412132532224|soy tan baboso por katy perry *7*|1329006696|web
168492557519687681|@kewimcomz DANÇAR LADY GAGA E BRITNEY SPEARS LIKE A BITCH = AS FÃ PIRA D+|1329006730|web
168492680425381888|Lady Gaga &lt;3|1329006760|web
168492844728844288|Performando Lady Gaga Com Meu Pijama De Carne|1329006799|web
168492953239695360|Oh: one of my options is Lady Gaga.|1329006825|<a href="http://twitter.com/#!/download/iphone" rel="nofollow">Twitter for iPhone</a>
168493093576900608|Meu sonho: Ser estrupada pela Katy Perry, Taylor Momsen e a Hayley Williams.|1329006858|web
168493273537720320|Che,tdo bien con kate perry,Lady gaga es grosa(aunq se le suelta aveces los tornillos)lol pero Beliebers abstenerse!(No me lo banco,sorry!)|1329006901|<a href="http://twidroyd.com" rel="nofollow">Twidroyd for Android</a>
168493493356998656|Eu vi um Lady Gaga seguiu você, daí quase morrri. Quando fui ver era um FC.|1329006953|<a href="http://mobile.twitter.com" rel="nofollow">Mobile Web</a>
168493796932321280|YES MA'AM YES GURL @KATYPERRY  #nowplaying ♪ E.T. by Katy Perry http://t.co/Djncdyqo|1329007026|<a href="http://www.handmark.com" rel="nofollow">TweetCaster for iOS</a>
168493893548130305|#nowplaying #katyperry ~ Katy Perry ! The One That Got Away !!! #bbradio|1329007049|<a href="http://www.bbradio.de" rel="nofollow">BB RADIO Music App</a>
168494904182439936|@TheGRAMMYs CHAIR OF LADY GAGA PLEASE!!!|1329007290|web
168495024370233345|Nothing like singing some katy perry with @BChaffin13|1329007318|<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>
168495086106185728|Eu amo ouvir as músicas antigas da Katy Perry, me lembra a época que a Barbara era legal.|1329007333|web
